Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses
Liliaceae,Lilium,davidii,,,"[4, 5, 6, 7, 8]",1,0.3,BULB,,July to August,September to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Moist places in forests, forest margins and grassy slopes at elevations of 800 - 3200 metres[266].","E. Asia - China in Gansu, Guizhou, Henan, W Hubei, S Shaanxi, Shanxi, Sichuan and Yunnan.",(2 of 5),(0 of 5),(0 of 5)
Liliaceae,Lilium,distichum,,,"[4, 5, 6, 7, 8]",1,0.3,BULB,,July,August to September,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil'],[],"Moist and shady broad-leaved woodlands[74, 143]. Forested slopes, forest margins, hillsides along streams; 200 - 1800 metres in Heilongjiang, Jilin and Liaoning provinces[266].","E. Asia - Korea, Manchuria.",(2 of 5),(0 of 5),(0 of 5)
Liliaceae,Lilium,lancifolium,"Tiger Lily, Devil Lily",medium,"[4, 5, 6, 7, 8]",1.2,0.3,BULB,,August to September,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Long cultivated and not known in a truly wild situation, though it can naturalise in woodlands[279].. Possibly of hybrid origin involving L. leichtlinii and L. maculatum[90].","E. Asia - China, Japan, Korea.",(4 of 5),(2 of 5),(0 of 5)
Liliaceae,Lilium,martagon,"Turk's Cap Lily, Martagon lily",medium,"[4, 5, 6, 7, 8]",1.2,0.3,BULB,,June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Deciduous woods, scrub and mountain pasture, especially on limestone[13].",Europe to W. Asia. Naturalized in Britain.,(2 of 5),(1 of 5),(0 of 5)
Liliaceae,Lilium,pumilum,Coral Lily,,"[4, 5, 6, 7, 8]",0.5,0.2,BULB,,June,August to September,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],[],"Dry open stony southern slopes in mountainous areas and on foothills[47]. Grassland and low scrub in shallow humus-rich soils, 400 - 900 metres[90].",E. Asia - E. China to Siberia.,(2 of 5),(2 of 5),(0 of 5)
Liliaceae,Lilium,speciosum,Oriental Lily,medium,"[4, 5, 6, 7, 8, 9]",1.2,0.3,BULB,,August to September,October to November,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],[],"Shaded and moist places in forests, grassy slopes at elevations of 600 - 900 metres[266].",E. Asia - S. China and S. Japan.,(2 of 5),(1 of 5),(0 of 5)
Convallariaceae,Streptopus,amplexifolius,"Wild Cucumber, Claspleaf twistedstalk, Tubercle twistedstalk",,"[4, 5, 6, 7, 8]",1,0.3,PERENNIAL,,May to July,September to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Wet sub-alpine woods[50, 187]. Moist woods and thickets[43, 50]. Rich moist coniferous and deciduous woods at elevations of 0 - 2800 metres in America[270].","Europe to E. Asia and N. America - Alaska to North Carolina, Ohio, Michigan and New Mexico.",(4 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,angulosum,Mouse Garlic,,"[4, 5, 6, 7, 8]",to,,evergreen,,July to August.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Damp meadows near rivers[50].,C. Europe to E. Asia - Siberia.,(3 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,bisceptrum,"Aspen Onion,  Twincrest onion",,[],0.3,,BULB,,July to August.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Meadows and aspen groves, occasionally on open slopes[60]",Western N. America - Oregon to California.,(3 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,carinatum,Keeled Garlic,,"[6, 7, 8, 9]",0.6,,BULB,,June to August.,,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],Dry grassy places and open woods[100].,Europe. Naturalized in Britain[17].,(3 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,canadense,"Canadian Garlic, Meadow garlic, Fraser meadow garlic,  Hyacinth meadow garlic",,"[4, 5, 6, 7, 8]",0.5,0.2,BULB,,May to June.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Sandy soils in low woods, thickets and meadows[43, 274].","N. America - New Brunswick to Minnesota, south to Florida and Colorado",(4 of 5),(2 of 5),(2 of 5)
Alliaceae,Allium,cepa,"Onion, Garden onion",,[],to,,evergreen,,June to July.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,W. Asia - Iran? The original habitat is obscure.,(5 of 5),(3 of 5),(3 of 5)
Alliaceae,Allium,cernuum,"Nodding Onion, New Mexican nodding onion",,"[5, 6, 7, 8, 9]",0.5,0.3,BULB,February to December,June to July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', ' moist soil']","['drought', 'maritime exposure']","Ledges, gravels, rocky or wooded slopes and crests ascending to high altitudes[43]. Widely distributed on moist soils in mountainous and cool regions to 3500 metres[270].",N. America - Canada to Mexico.,(5 of 5),(2 of 5),(2 of 5)
Alliaceae,Allium,chinense,Rakkyo,,"[6, 7, 8, 9]",to,,evergreen,,August to September.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Often cultivated, plants can be found wild on the edges of fields[203].",E. Asia - China,(4 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,fistulosum,Welsh Onion,,"[5, 6, 7, 8, 9]",0.6,0.2,BULB,,July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Cultivated for over 1000 years, it is not known in the wild.","E. Asia, possibly western China, though the original habitat is obscure.",(5 of 5),(2 of 5),(2 of 5)
Alliaceae,Allium,paradoxum,Few-Flowered Leek,,[],0.3,0.1,BULB,November to June,April to May,June,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Hedge banks and waste places on damp soils[17, 90].",W. Asia - Iran. Naturalized in a number of places in Britain[17].,(5 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,przewalskianum,,,[],0.3,,BULB,,July to September,August to September,hermaphrodite,['light'],"mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Steppes to 4800 metres[91]. Scrub, dry slopes, plains and rock crevices at elevations of 2000 - 4800 metres[266].",E. Asia - N Tibet.,(3 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,sativum,"Garlic, Cultivated garlic",,[],0.6,0.2,BULB,,,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild situation.,C. Asia? Original habitat is obscure. An occasional garden escape in Britain[17].,(5 of 5),(5 of 5),(4 of 5)
Alliaceae,Allium,schoenoprasum,"Chives, Wild chives, Flowering Onion",medium,[],0.3,0.3,BULB,February to December,June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],[],"Rocky pastures and damp meadows, preferring calcareous soils[17, 90].","Most of Europe, including Britain, east to the Himalayas and Japan.",(5 of 5),(2 of 5),(3 of 5)
Alliaceae,Allium,scorodoprasum,"Rocambole,  	Sand leek",,"[6, 7, 8, 9]",0.6,0.1,BULB,,May to August.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],Grassland and scrub on dry soils[17].,"Most of Europe, including Britain, east and south to W. Asia and Syria.",(4 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,stellatum,"Prairie Onion, Autumn onion",medium,"[5, 6, 7, 8, 9]",0.8,,BULB,,July.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rocky prairies, slopes, shores and ridges[43]. Usually found on limestone soils[274].","N. America - Illinois and Minnesota to Missouri, Nebraska and Kansas.",(3 of 5),(2 of 5),(1 of 5)
Alliaceae,Allium,tricoccum,"Wood Leek,  Ramp",,"[5, 6, 7, 8, 9]",0.3,0.2,BULB,March to June,June to July.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rich woods and bottoms, preferring slopes and streamsides[43]. Usually in beech and maple woods[159].","Eastern N. America - Quebec, south to Virginia and Iowa.",(4 of 5),(2 of 5),(3 of 5)
Alliaceae,Allium,tuberosum,"Garlic Chives, Chinese chives, Oriental Chives,",fast,"[4, 5, 6, 7, 8]",0.3,0.3,BULB,,August to September,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],Not known in a truly wild situation.,E. Asia? Original habitat is obscure.,(5 of 5),(2 of 5),(3 of 5)
Alliaceae,Allium,ursinum,Wild Garlic,,"[4, 5, 6, 7, 8]",0.3,0.3,BULB,February to June,May to June,May to July,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Damp soils in woods, copses, valleys and similar moist shady localities[9].","Much of Europe, including Britain, east to the Caucasus and W. Asia.",(5 of 5),(3 of 5),(2 of 5)
Alliaceae,Allium,vineale,"Crow Garlic, Wild garlic, Compact onion, False Garlic, Wild, Onion",medium,"[5, 6, 7, 8]",0.6,0.1,BULB,October to August,June to July,August to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Fields and roadsides to elevations of 450 metres in Britain, often a serious weed of pastures[17].","Much of Europe, including Britain, to N. Africa and Lebanon.",(3 of 5),(2 of 5),(2 of 5)
Agavaceae,Agave,americana,"Agave, American century plant",slow,[],to,2.5,evergreen,,,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],Original habitat is unknown but it grows wild in Mexico on cultivated land and in pine woods[11]. Sandy places in desert scrub at elevations around 200 metres in Texas and eastern Mexico[270].,South-western N. America. Naturalized in the Mediterranean[11].,(3 of 5),(3 of 5),(3 of 5)
Agavaceae,Agave,parryi,"Century Plant, Parry's agave, Mescal",slow,[],to,1,evergreen,,,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Semi-arid land, 1300 - 2400 metres[181]. Gravelly to rocky places in grasslands, desert scrub, chaparral, pinyon-juniper, and oak woodlands, 1200 - 2800 metres Ariz., N.Mex.; nw Mexico[270].",South-western N. America - Arizona to New Mexico.,(3 of 5),(1 of 5),(2 of 5)
Hyacinthaceae,Camassia,quamash,"Quamash, Small camas, Utah small camas, Walpole's small camas",,"[3, 4, 5, 6, 7]",0.3,0.2,BULB,,May to June,July to August,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Coastal mountain forests and wet meadows inland[60, 62]. Marshy meadows in coniferous forest, to 2300 metres[90].","Western N. America - Washington to California, east to Montana and Utah.",(5 of 5),(1 of 5),(3 of 5)
Agavaceae,Yucca,baccata,"Spanish Bayonet, Banana yucca, Blue Yucca, Spanish Yucca",slow,[],to,,evergreen,,August.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Rocky slopes, pinyon, oak, and juniper woodlands, grasslands at elevations of 400 - 2500 metres[270].","South-western N. America - Colorado to Texas, California and Mexico.",(4 of 5),(1 of 5),(5 of 5)
Agavaceae,Yucca,brevifolia,"Joshua Tree, Jaeger's Joshua tree, Yucca, Joshua Tree",medium,[],to,,evergreen,,June,September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Arid mesas and mountain slopes, usually at 650 - 2200 metres[229].",South-western N. America - California to Utah.,(3 of 5),(0 of 5),(2 of 5)
Agavaceae,Yucca,elata,"Soap Tree, Soaptree yucca, Soapweed, Soapweed Yucca",slow,[],to,0.5,evergreen,,July to August,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Mesas, desert washes, plains and desert grasslands, and in deserts, normally between 500 - 2000 metres[229].","Southern N. America - Texas. Arizona, northern Mexico.",(2 of 5),(0 of 5),(3 of 5)
Asphodelaceae,Arthropodium,milleflorum,Pale Vanilla Lily,,[],0.3,,PERENNIAL,,May.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Found in a variety of habitats from the coast to alpine areas. Eucalyptus forests, woodlands and sub-alpine meadows, favouring moist grassy sheltered slopes[193].","Australia - New South Wales, Tasmania, Victoria.",(3 of 5),(0 of 5),(0 of 5)
Asphodelaceae,Arthropodium,minus,Small Vanilla Lily,,[],0.3,,PERENNIAL,,May.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Found in a variety of habitats from the coast to alpine areas. Eucalyptus forests, woodlands and sub-alpine meadows, favouring drier habitats than A. milleflorum[193].","Australia - New South Wales, Tasmania, Victoria.",(2 of 5),(0 of 5),(0 of 5)
Agavaceae,Cordyline,australis,Cabbage Tree,slow,[],to,5,evergreen,,August to September.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],['maritime exposure'],"Forest margins and open places. Abundant near swamps. North, South and Stewart Islands[44].",New Zealand.,(3 of 5),(0 of 5),(3 of 5)
Liliaceae,Dichopogon,strictus,Chocolate Lily,,[],0.9,,PERENNIAL,,November.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Open forests and heathlands in sandy soils[154]. Also found in grassland[193].,"Australia - New South Wales, Queensland, Tasmania, Victoria.",(3 of 5),(0 of 5),(0 of 5)
Iridaceae,Crocus,sativus,Saffron,,"[5, 6, 7, 8, 9]",0.1,0.1,CORM,October to May,October.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],[],Not known in a truly wild location[90].,S. Europe - Greece to W. Asia.,(3 of 5),(3 of 5),(2 of 5)
Iridaceae,Iris,pallida,"Dalmation Iris, Sweet iris, Fragrant Iris, Zebra Iris",medium,[],1,1.5,PERENNIAL,,May to June.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",['dry or  moist soil'],['drought'],Rocky places[45] in limestone hillsides and the sides of gorges[187].,Europe - S. Tyrol from Yugoslavia to the Adriatic.,(2 of 5),(1 of 5),(3 of 5)
Orchidaceae,Orchis,mascula,Early Purple Orchis,,"[4, 5, 6, 7, 8]",0.6,,BULB,,April to June.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[],[],"Woodland, copses and open pastures in base rich soils[17].","Most of Europe, including Britain, to N. Africa, western and northern Asia.",(2 of 5),(2 of 5),(0 of 5)
Orchidaceae,Orchis,militaris,Military Orchis,,"[4, 5, 6, 7, 8]",0.6,,BULB,,May to June.,,hermaphrodite,"['light', 'medium', 'heavy']",basic (mildly alkaline) soils and can grow in very alkaline,[],[],"Grassy hills, banks, borders of fields and woodland edges on chalky soils[17]. Extremely rare in Britain, growing in only one or two sites[135].","Europe, including Britain, from Scandanavia south and east to Spain, Siberia and W. Asia.",(2 of 5),(2 of 5),(0 of 5)
Hemerocallidaceae,Hemerocallis,citrina,Citron daylily,,"[4, 5, 6, 7, 8]",0.8,0.8,PERENNIAL,,June to July.,,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Forest margins, grassy fields and slopes along valleys from near sea level to 2000 metres[266].",E. Asia - China.,(4 of 5),(1 of 5),(2 of 5)
